Location,Vessel_Number,Sampling,Vessel_type,Catch_site,Catch_depth_m,Catch_dist_km,Species,Total_weight_kg,Average_length_cm,No_of_Individuals,CPUE,season,group,Gear,Duration_days,n_cells,Depth,Dist_mainland_km,Distance_RiverMouth_km,Slope,chl_M,chl_PostM,chl_PreM,EKE_M,EKE_PostM,EKE_PreM,SST_M,SST_PostM,SST_PreM,chl,eke,sst
Malvan,712,Systematic,Large,Malvan,35.44884663,,,0,,0,0,Post-monsoon,Skates,Trawler,2,24,34.875,17.08034039,17.74514198,8.401536465,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,864.5666504,6.93E-05,27.90167046
Malvan,713,Systematic,Large,Malvan,26.33171758,,Scaly whipray,0.9,32,2,0.45,Post-monsoon,Rays,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,713,Systematic,Large,Malvan,26.33171758,,Spadenose shark,1.2,35,7,0.6,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,713,Systematic,Large,Malvan,26.33171758,,Bamboo shark,1.4,60,6,0.7,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,713,Systematic,Large,Malvan,26.33171758,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,714,Systematic,Large,Malvan,32.84395262,,Scaly whipray,0.1,32,1,0.05,Post-monsoon,Rays,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,878.3499756,6.93E-05,27.90167046
Malvan,714,Systematic,Large,Malvan,32.84395262,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,878.3499756,6.93E-05,27.90167046
Malvan,714,Systematic,Large,Malvan,32.84395262,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,878.3499756,6.93E-05,27.90167046
Malvan,715,Systematic,Large,Malvan,26.33171758,,Scaly whipray,1.5,64,1,0.75,Post-monsoon,Rays,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,715,Systematic,Large,Malvan,26.33171758,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,715,Systematic,Large,Malvan,26.33171758,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,716,Systematic,Large,Malvan,32.84395262,,Bamboo shark,0.3,50,1,0.15,Post-monsoon,Sharks,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,878.3499756,6.93E-05,27.90167046
Malvan,716,Systematic,Large,Malvan,32.84395262,,,0,,0,0,Post-monsoon,Rays,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,318.447787,753.6367772,592.9051921,0.013543764,7.34E-05,0.001377156,31962.86963,27.93623551,28.62853877,878.3499756,6.93E-05,27.90167046
Malvan,716,Systematic,Large,Malvan,32.84395262,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,318.447787,753.6367772,592.9051921,0.013543764,7.34E-05,0.001377156,31962.86963,27.93623551,28.62853877,878.3499756,6.93E-05,27.90167046
Malvan,717,Systematic,Large,Malvan,23.72682357,,Scaly whipray,0.3,32,3,0.3,Post-monsoon,Rays,Trawler,1,12,22.625,8.584350109,9.00720787,11.74970245,318.447787,753.6367772,592.9051921,0.013543764,7.34E-05,0.001377156,31962.86963,27.93623551,28.62853877,1604.859375,0.000877495,27.78868866
Malvan,717,Systematic,Large,Malvan,23.72682357,,,0,,0,0,Post-monsoon,Sharks,Trawler,1,12,22.625,8.584350109,9.00720787,11.74970245,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,717,Systematic,Large,Malvan,23.72682357,,,0,,0,0,Post-monsoon,Skates,Trawler,1,12,22.625,8.584350109,9.00720787,11.74970245,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,718,Systematic,Large,Malvan,23.72682357,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,22.625,8.584350109,9.00720787,11.74970245,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,718,Systematic,Large,Malvan,23.72682357,,,0,,0,0,Post-monsoon,Rays,Trawler,2,12,22.625,8.584350109,9.00720787,11.74970245,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,718,Systematic,Large,Malvan,23.72682357,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,22.625,8.584350109,9.00720787,11.74970245,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1604.859375,0.000877495,27.78868866
Malvan,719,Systematic,Large,Malvan,19.81948254,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,24,20,6.569418192,8.054726601,10.79238558,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1604.859375,0.000877495,27.78868866
Malvan,719,Systematic,Large,Malvan,19.81948254,,,0,,0,0,Post-monsoon,Rays,Trawler,2,24,20,6.569418192,8.054726601,10.79238558,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1604.859375,0.000877495,27.78868866
Malvan,719,Systematic,Large,Malvan,19.81948254,,,0,,0,0,Post-monsoon,Skates,Trawler,2,24,20,6.569418192,8.054726601,10.79238558,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,720,Systematic,Large,Malvan,26.33171758,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,720,Systematic,Large,Malvan,26.33171758,,,0,,0,0,Post-monsoon,Rays,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1159.612915,0.000877495,27.82589149
Malvan,720,Systematic,Large,Malvan,26.33171758,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1159.612915,0.000877495,27.82589149
Malvan,721,Systematic,Large,Malvan,25.02927057,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1159.612915,0.000877495,27.82589149
Malvan,721,Systematic,Large,Malvan,25.02927057,,,0,,0,0,Post-monsoon,Rays,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1159.612915,0.000877495,27.82589149
Malvan,721,Systematic,Large,Malvan,25.02927057,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1159.612915,0.000877495,27.82589149
Malvan,722,Systematic,Large,Malvan,13.30724751,,,0,,0,0,Post-monsoon,Sharks,Trawler,1,24,16,4.391631126,5.30150032,17.81590748,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1758.15625,0.00098746,27.73636627
Malvan,722,Systematic,Large,Malvan,13.30724751,,,0,,0,0,Post-monsoon,Rays,Trawler,1,24,16,4.391631126,5.30150032,17.81590748,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1758.15625,0.00098746,27.73636627
Malvan,722,Systematic,Large,Malvan,13.30724751,,,0,,0,0,Post-monsoon,Skates,Trawler,1,24,16,4.391631126,5.30150032,17.81590748,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1758.15625,0.00098746,27.73636627
Malvan,723,Systematic,Large,Malvan,39.35618766,,Longheaded eagle ray,0.2,48,1,0.1,Post-monsoon,Rays,Trawler,2,12,39.5,22.36562729,22.82648373,9.028145313,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,831.333313,6.93E-05,27.90167046
Malvan,723,Systematic,Large,Malvan,39.35618766,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,39.5,22.36562729,22.82648373,9.028145313,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,831.333313,6.93E-05,27.90167046
Malvan,723,Systematic,Large,Malvan,39.35618766,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,39.5,22.36562729,22.82648373,9.028145313,1268.994049,1592.891846,1572.096008,0.001178891,0.000779651,0.001100783,32343.12467,27.79361169,28.64177593,831.333313,6.93E-05,27.90167046
Malvan,724,Systematic,Large,Lighthouse,32.84395262,,Bamboo shark,0.3,50,1,0.15,Post-monsoon,Sharks,Trawler,2,38,35.875,15.23911381,19.3055706,10.1484046,1268.994049,1592.891846,1572.096008,0.001178891,0.000779651,0.001100783,32343.12467,27.79361169,28.64177593,774.75,0.000232381,28.02360535
Malvan,724,Systematic,Large,Lighthouse,32.84395262,,,0,,0,0,Post-monsoon,Rays,Trawler,2,38,35.875,15.23911381,19.3055706,10.1484046,1268.994049,1592.891846,1572.096008,0.001178891,0.000779651,0.001100783,32343.12467,27.79361169,28.64177593,774.75,0.000232381,28.02360535
Malvan,724,Systematic,Large,Lighthouse,32.84395262,,,0,,0,0,Post-monsoon,Skates,Trawler,2,38,35.875,15.23911381,19.3055706,10.1484046,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,774.75,0.000232381,28.02360535
Malvan,725,Systematic,Large,Malvan,23.72682357,,Bamboo shark,0.3,50,1,0.1,Post-monsoon,Sharks,Trawler,3,12,22.625,8.584350109,9.00720787,11.74970245,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,725,Systematic,Large,Malvan,23.72682357,,,0,,0,0,Post-monsoon,Rays,Trawler,3,12,22.625,8.584350109,9.00720787,11.74970245,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,725,Systematic,Large,Malvan,23.72682357,,,0,,0,0,Post-monsoon,Skates,Trawler,3,12,22.625,8.584350109,9.00720787,11.74970245,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,726,Systematic,Large,Malvan,22.42437656,,Scaly whipray,0.1,32,1,0.05,Post-monsoon,Rays,Trawler,2,12,21,7.6690588,8.087225437,8.645575523,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,726,Systematic,Large,Malvan,22.42437656,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,21,7.6690588,8.087225437,8.645575523,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1604.859375,0.000877495,27.78868866
Malvan,726,Systematic,Large,Malvan,22.42437656,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,21,7.6690588,8.087225437,8.645575523,1773.715932,2282.112283,1938.795304,0.001178891,0.000779651,0.001100783,31978.76834,27.69823439,28.55472109,1604.859375,0.000877495,27.78868866
Malvan,727,Systematic,Large,Malvan,32.84395262,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,1773.715932,2282.112283,1938.795304,0.001178891,0.000779651,0.001100783,31978.76834,27.69823439,28.55472109,878.3499756,6.93E-05,27.90167046
Malvan,727,Systematic,Large,Malvan,32.84395262,,,0,,0,0,Post-monsoon,Rays,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,1773.715932,2282.112283,1938.795304,0.001178891,0.000779651,0.001100783,31978.76834,27.69823439,28.55472109,878.3499756,6.93E-05,27.90167046
Malvan,727,Systematic,Large,Malvan,32.84395262,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,32.875,16.83596992,17.29671669,7.605854273,305.3740794,582.7394969,359.7982432,0.019546996,0.000246198,0.000593387,31725.94157,27.99134016,28.61145878,878.3499756,6.93E-05,27.90167046
Malvan,728,Systematic,Large,Malvan,27.63416459,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,305.3740794,582.7394969,359.7982432,0.019546996,0.000246198,0.000593387,31725.94157,27.99134016,28.61145878,1159.612915,0.000877495,27.82589149
Malvan,728,Systematic,Large,Malvan,27.63416459,,,0,,0,0,Post-monsoon,Rays,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,305.3740794,582.7394969,359.7982432,0.019546996,0.000246198,0.000593387,31725.94157,27.99134016,28.61145878,1159.612915,0.000877495,27.82589149
Malvan,728,Systematic,Large,Malvan,27.63416459,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,618.2982531,723.8130365,671.8505506,0.017235857,0.000580463,0.000592809,32015.52549,28.03185092,28.67172673,1159.612915,0.000877495,27.82589149
Malvan,729,Systematic,Medium,Lighthouse,31.54150561,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,3,28,32.875,11.61449003,17.02316189,10.12802124,618.2982531,723.8130365,671.8505506,0.017235857,0.000580463,0.000592809,32015.52549,28.03185092,28.67172673,824.015625,0.000192189,28.01674461
Malvan,729,Systematic,Medium,Lighthouse,31.54150561,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,3,28,32.875,11.61449003,17.02316189,10.12802124,618.2982531,723.8130365,671.8505506,0.017235857,0.000580463,0.000592809,32015.52549,28.03185092,28.67172673,824.015625,0.000192189,28.01674461
Malvan,729,Systematic,Medium,Lighthouse,31.54150561,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,3,28,32.875,11.61449003,17.02316189,10.12802124,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,824.015625,0.000192189,28.01674461
Malvan,731,Systematic,Medium,Vengurla,32.84395262,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,4,26,30.125,7.110861063,16.43302536,9.791257858,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1020.793091,0.00022811,28.00344849
Malvan,731,Systematic,Medium,Vengurla,32.84395262,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,4,26,30.125,7.110861063,16.43302536,9.791257858,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1020.793091,0.00022811,28.00344849
Malvan,731,Systematic,Medium,Vengurla,32.84395262,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,4,26,30.125,7.110861063,16.43302536,9.791257858,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1020.793091,0.00022811,28.00344849
Malvan,732,Systematic,Medium,Lighthouse,19.81948254,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,1,112,20,4.851475716,8.559592247,11.63571739,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1396.296265,0.000171111,27.91995239
Malvan,732,Systematic,Medium,Lighthouse,19.81948254,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,1,112,20,4.851475716,8.559592247,11.63571739,1268.994049,1592.891846,1572.096008,0.006464754,0.000778086,0.002226943,32343.12467,27.79361169,28.64177593,1396.296265,0.000171111,27.91995239
Malvan,732,Systematic,Medium,Lighthouse,19.81948254,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,1,112,20,4.851475716,8.559592247,11.63571739,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1396.296265,0.000171111,27.91995239
Malvan,734,Systematic,Medium,Lighthouse,26.33171758,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,3,14,10.5,3.376150131,7.535130739,20.89365101,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1534.441223,0.000535987,27.82145309
Malvan,734,Systematic,Medium,Lighthouse,26.33171758,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,3,14,10.5,3.376150131,7.535130739,20.89365101,336.4781545,813.4774984,735.4930776,0.013543764,7.34E-05,0.001377156,32016.75,27.9255964,28.6369497,1534.441223,0.000535987,27.82145309
Malvan,734,Systematic,Medium,Lighthouse,26.33171758,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,3,14,10.5,3.376150131,7.535130739,20.89365101,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1534.441223,0.000535987,27.82145309
Malvan,735,Systematic,Medium,Vengurla,30.2390586,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,2,78,29.75,6.611624002,16.05412292,10.05490112,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1063.5625,2.66E-05,27.97378731
Malvan,735,Systematic,Medium,Vengurla,30.2390586,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,2,78,29.75,6.611624002,16.05412292,10.05490112,747.779775,1194.248708,1360.708974,0.006464754,0.000778086,0.002226943,32465.16667,27.84476026,28.62113905,1063.5625,2.66E-05,27.97378731
Malvan,735,Systematic,Medium,Vengurla,30.2390586,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,2,78,29.75,6.611624002,16.05412292,10.05490112,799.8534873,930.2171805,909.3823809,0.009796875,0.000219236,0.000871188,32336.9269,27.9969479,28.67353208,1063.5625,2.66E-05,27.97378731
Malvan,736,Systematic,Medium,Achara,28.9366116,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,1,52,30,12.58870554,13.01228094,7.036438465,799.8534873,930.2171805,909.3823809,0.009796875,0.000219236,0.000871188,32336.9269,27.9969479,28.67353208,1163.793091,0.000280387,27.75762558
Malvan,736,Systematic,Medium,Achara,28.9366116,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,1,52,30,12.58870554,13.01228094,7.036438465,799.8534873,930.2171805,909.3823809,0.009796875,0.000219236,0.000871188,32336.9269,27.9969479,28.67353208,1163.793091,0.000280387,27.75762558
Malvan,736,Systematic,Medium,Achara,28.9366116,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,1,52,30,12.58870554,13.01228094,7.036438465,697.9110342,751.8506704,534.3068472,0.012314475,0.000417651,0.000836046,32108.57692,28.03063261,28.76449453,1163.793091,0.000280387,27.75762558
Malvan,739,Systematic,Medium,Redi,30.2390586,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,4,104,29,14.87160683,17.43129635,8.588047504,697.9110342,751.8506704,534.3068472,0.012314475,0.000417651,0.000836046,32108.57692,28.03063261,28.76449453,941.5172119,3.77E-05,27.9987011
Malvan,739,Systematic,Medium,Redi,30.2390586,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,4,104,29,14.87160683,17.43129635,8.588047504,697.9110342,751.8506704,534.3068472,0.012314475,0.000417651,0.000836046,32108.57692,28.03063261,28.76449453,941.5172119,3.77E-05,27.9987011
Malvan,739,Systematic,Medium,Redi,30.2390586,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,4,104,29,14.87160683,17.43129635,8.588047504,1140.612622,1415.147738,1535.985787,0.004450265,0.000385432,0.001584139,32184.61862,27.87815438,28.66968774,941.5172119,3.77E-05,27.9987011
Malvan,740,Systematic,Medium,Vengurla,30.2390586,,,0,,0,0,Post-monsoon,Sharks,Gillnet: Large-mesh,3,78,29.75,6.611624002,16.05412292,10.05490112,1140.612622,1415.147738,1535.985787,0.004450265,0.000385432,0.001584139,32184.61862,27.87815438,28.66968774,1063.5625,2.66E-05,27.97378731
Malvan,740,Systematic,Medium,Vengurla,30.2390586,,,0,,0,0,Post-monsoon,Rays,Gillnet: Large-mesh,3,78,29.75,6.611624002,16.05412292,10.05490112,1140.612622,1415.147738,1535.985787,0.004450265,0.000385432,0.001584139,32184.61862,27.87815438,28.66968774,1063.5625,2.66E-05,27.97378731
Malvan,740,Systematic,Medium,Vengurla,30.2390586,,,0,,0,0,Post-monsoon,Skates,Gillnet: Large-mesh,3,78,29.75,6.611624002,16.05412292,10.05490112,825.3273751,1046.039725,1038.504543,0.009796875,0.000219236,0.000871188,32492.23214,27.98239177,28.67300074,1063.5625,2.66E-05,27.97378731
Malvan,741,Opportunistic,Small,Talashil,21.12192955,,Spadenose shark,0.8,30,6,0.8,Post-monsoon,Sharks,Gillnet: Small-mesh,1,5,21,7.887683392,8.074086189,13.36496925,825.3273751,1046.039725,1038.504543,0.009796875,0.000219236,0.000871188,32492.23214,27.98239177,28.67300074,1535.90625,0.001093427,27.78868866
Malvan,741,Opportunistic,Small,Talashil,21.12192955,,,0,,0,0,Post-monsoon,Rays,Gillnet: Small-mesh,1,5,21,7.887683392,8.074086189,13.36496925,825.3273751,1046.039725,1038.504543,0.009796875,0.000219236,0.000871188,32492.23214,27.98239177,28.67300074,1535.90625,0.001093427,27.78868866
Malvan,741,Opportunistic,Small,Talashil,21.12192955,,,0,,0,0,Post-monsoon,Skates,Gillnet: Small-mesh,1,5,21,7.887683392,8.074086189,13.36496925,865.243211,896.9341008,802.1211313,0.012314475,0.000417651,0.000836046,31892.45373,28.0081793,28.72542777,1535.90625,0.001093427,27.78868866
Malvan,742,Opportunistic,Small,Devbagh,19.81948254,,Spadenose shark,0.5,27,6,0.5,Post-monsoon,Sharks,Gillnet: Small-mesh,1,15,20,7.329031467,8.152667046,9.037129402,865.243211,896.9341008,802.1211313,0.012314475,0.000417651,0.000836046,31892.45373,28.0081793,28.72542777,1725.78125,0.00105929,27.76298523
Malvan,742,Opportunistic,Small,Devbagh,19.81948254,,,0,,0,0,Post-monsoon,Rays,Gillnet: Small-mesh,1,15,20,7.329031467,8.152667046,9.037129402,865.243211,896.9341008,802.1211313,0.012314475,0.000417651,0.000836046,31892.45373,28.0081793,28.72542777,1725.78125,0.00105929,27.76298523
Malvan,742,Opportunistic,Small,Devbagh,19.81948254,,,0,,0,0,Post-monsoon,Skates,Gillnet: Small-mesh,1,15,20,7.329031467,8.152667046,9.037129402,360.2105581,956.2396315,844.8920579,0.010162842,0.000265892,0.001712652,32223.13702,27.81688855,28.62844227,1725.78125,0.00105929,27.76298523
Malvan,743,Systematic,Large,Malvan,26.33171758,,Scaly whipray,0.05,32,1,0.05,Post-monsoon,Rays,Trawler,1,12,27.625,11.30860043,11.76904821,10.29015446,360.2105581,956.2396315,844.8920579,0.010162842,0.000265892,0.001712652,32223.13702,27.81688855,28.62844227,1159.612915,0.000877495,27.82589149
Malvan,743,Systematic,Large,Malvan,26.33171758,,Hammerhead shark,0.3,50,1,0.3,Post-monsoon,Sharks,Trawler,1,12,27.625,11.30860043,11.76904821,10.29015446,360.2105581,956.2396315,844.8920579,0.010162842,0.000265892,0.001712652,32223.13702,27.81688855,28.62844227,1159.612915,0.000877495,27.82589149
Malvan,743,Systematic,Large,Malvan,26.33171758,,,0,,0,0,Post-monsoon,Skates,Trawler,1,12,27.625,11.30860043,11.76904821,10.29015446,1076.620557,871.9697234,851.4918424,0.007371043,0.000136394,0.001084176,32025.22206,27.9972519,28.79627428,1159.612915,0.000877495,27.82589149
Malvan,744,Systematic,Large,Malvan,25.02927057,,Scaly whipray,0.05,32,1,0.025,Post-monsoon,Rays,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,1076.620557,871.9697234,851.4918424,0.007371043,0.000136394,0.001084176,32025.22206,27.9972519,28.79627428,1159.612915,0.000877495,27.82589149
Malvan,744,Systematic,Large,Malvan,25.02927057,,,0,,0,0,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,1076.620557,871.9697234,851.4918424,0.007371043,0.000136394,0.001084176,32025.22206,27.9972519,28.79627428,1159.612915,0.000877495,27.82589149
Malvan,744,Systematic,Large,Malvan,25.02927057,,,0,,0,0,Post-monsoon,Skates,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,865.243211,896.9341008,802.1211313,0.012314475,0.000417651,0.000836046,31892.45373,28.0081793,28.72542777,1159.612915,0.000877495,27.82589149
Malvan,745,Systematic,Large,Malvan,25.02927057,,Hammerhead shark,0.2,45,1,0.1,Post-monsoon,Sharks,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,865.243211,896.9341008,802.1211313,0.012314475,0.000417651,0.000836046,31892.45373,28.0081793,28.72542777,1159.612915,0.000877495,27.82589149
Malvan,745,Systematic,Large,Malvan,25.02927057,,,0,,0,0,Post-monsoon,Rays,Trawler,2,12,27.625,11.30860043,11.76904821,10.29015446,865.243211,896.9341008,802.1211313,0.012314475,0.000417651,0.000836046,31892.45373,28.0081793,28.72542777,1159.612915,0.000877495,27.82589149
